105,強化政府施政電子化與服務之巨量資料應用研究計畫(1/4),資安人培與數位經濟
105,國家資通安全防護整合服務計畫第二期計畫(1/1),資安人培與數位經濟
105,國家資通安全關鍵科技發展計畫(2/2),資安人培與數位經濟
105,高速計算與網路應用研究計畫(1/4),資安人培與數位經濟
106,以醫療科技建構社會保險永續發展藍圖(4/4),資安人培與數位經濟
106,提升新世代社群網路偵查暨鑑識能量(4/4),資安人培與數位經濟
106,警政雲端運算發展計畫第二期(2/4)-警政巨量資料分析與運用,資安人培與數位經濟
106,移民資訊雲端服務發展計畫(3/4),資安人培與數位經濟
106,關務服務資源整合計畫(2/4),資安人培與數位經濟
106,普及偏鄉數位應用計畫(2/4),資安人培與數位經濟
106,資訊安全人才培育計畫(1/4),資安人培與數位經濟
106,資通訊軟體創新人才推升計畫(3/4),資安人培與數位經濟
106,檢察卷證數位化暨獄政假釋無紙化計畫(2/2),資安人培與數位經濟
106,矯正機關智慧監控系統建置計畫(1/3),資安人培與數位經濟
106,運用科技方法提升檢察機關偵查及行政管理效能計畫(1/1),資安人培與數位經濟
106,雲端服務暨巨量資料產業發展計畫(3/4),資安人培與數位經濟
106,資訊產業應用與國際夥伴推動計畫(4/4),資安人培與數位經濟
106,政府軟體採購環境改善計畫(3/4),資安人培與數位經濟
106,數據創新服務生態系推動計畫(1/4),資安人培與數位經濟
106,區域資料經濟生態系推動計畫(1/4),資安人培與數位經濟
106,多通路物流服務推動計畫(1/4),資安人培與數位經濟
106,網路購物產業價值升級與環境建構計畫(1/4),資安人培與數位經濟
106,港區物流加值服務推動計畫(1/4),資安人培與數位經濟
106,亞洲矽谷智慧商業服務應用推動計畫(1/4),資安人培與數位經濟
106,電子商務兆元推升計畫(2/4),資安人培與數位經濟
106,推動中小企業雲端創新應用發展計畫(1/4),資安人培與數位經濟
106,推動中小企業智慧領航拓銷國際計畫(2/4)(2/4),資安人培與數位經濟
106,中小企業行動支付普及推升計畫(1/4),資安人培與數位經濟
106,巨量資料智慧應用研究計畫(2/4),資安人培與數位經濟
106,數位經濟前瞻技術研發與應用(1/4),資安人培與數位經濟
106,國家資通安全防護整合服務計畫(1/1),資安人培與數位經濟
106,加速政府資安防護建設計畫(1/4),資安人培與數位經濟
106,高速計算與網路應用研究計畫(1/4),資安人培與數位經濟
106,優質物聯網人才培育和新創職場安全健康服務產業推廣計畫(1/4),資安人培與數位經濟
106,第五階段電子化政府計畫-數位政府(106年-109年)(1/4),資安人培與數位經濟
106,推動雲端服務輔導規劃(1/1),資安人培與數位經濟
106,資安旗艦計畫(1/4),資安人培與數位經濟
107,內政部警政署「警政雲端運算發展計畫第二期-警政巨量資料分析與運用」(3/4),資安人培與數位經濟
107,戶役政綠色便民及資安強化計畫(2/3),資安人培與數位經濟
107,移民資訊雲端服務發展計畫(4/4),資安人培與數位經濟
107,資通訊軟體創新人才推升計畫(4/4),資安人培與數位經濟
107,普及偏鄉數位應用計畫(3/4),資安人培與數位經濟
107,強化數位教學暨學習資訊應用環境計畫(2/4),資安人培與數位經濟
107,矯正機關智慧監控系統建置計畫(2/3),資安人培與數位經濟
107,雲端服務暨巨量資料產業發展計畫(4/4),資安人培與數位經濟
107,資訊軟硬體智慧化轉型生態系推動計畫(1/4),資安人培與數位經濟
107,政府軟體採購環境改善計畫(4/4),資安人培與數位經濟
107,資料經濟生態系推動計畫(2/4),資安人培與數位經濟
107,數據創新服務生態系推動計畫(2/4),資安人培與數位經濟
107,網路購物產業價值升級與環境建構計畫(2/4),資安人培與數位經濟
107,電子商務兆元推升計畫(3/4),資安人培與數位經濟
107,亞洲矽谷智慧商業服務應用推動計畫(2/4),資安人培與數位經濟
107,多通路物流服務推動計畫(2/4),資安人培與數位經濟
107,港區物流加值服務推動計畫(2/4),資安人培與數位經濟
107,107年度推動中小企業雲端創新應用發展計畫(2/4),資安人培與數位經濟
107,中小企業行動支付普及推升計畫(2/4),資安人培與數位經濟
107,普及國民寬頻上網環境計畫(2/4),資安人培與數位經濟
107,巨量資料智慧應用研究計畫(3/4),資安人培與數位經濟
107,數位經濟技術創新研發與應用(2/4),資安人培與數位經濟
107,數位國家資通安全技術服務計畫(1/1),資安人培與數位經濟
107,高速計算與網路應用研究計畫(1/4),資安人培與數位經濟
107,優質物聯網人才培育和新創職場安全健康服務產業推廣計畫(2/4),資安人培與數位經濟
107,創新政府便捷服務計畫(第五階段電子化政府計畫-數位政府)(2/4),資安人培與數位經濟
107,推動雲端服務輔導規劃(1/2),資安人培與數位經濟
107,資安旗艦計畫(2/4),資安人培與數位經濟
107,強化政府基層機關資安防護及區域聯防計畫(2/4),資安人培與數位經濟
108,警政雲端運算發展計畫第二期-警政巨量資料分析與運用(4/4),資安人培與數位經濟
108,戶役政綠色便民及資安強化計畫(3/3),資安人培與數位經濟
108,普及偏鄉數位應用計畫(4/4),資安人培與數位經濟
108,強化數位教學暨學習資訊應用環境計畫(3/4),資安人培與數位經濟
108,法務部測謊偵查效能精進暨服務躍升計畫(1/2),資安人培與數位經濟
108,矯正機關智慧監控系統建置計畫(3/3),資安人培與數位經濟
108,資料經濟生態系推動計畫(3/4),資安人培與數位經濟
108,跨域數位人才加速躍升計畫(3/4),資安人培與數位經濟
108,資訊軟硬體智慧化轉型生態系推動計畫(2/4),資安人培與數位經濟
108,數據創新服務生態系推動計畫(3/4),資安人培與數位經濟
108,亞洲矽谷智慧商業服務應用推動計畫(3/4),資安人培與數位經濟
108,多通路物流服務推動計畫(3/4),資安人培與數位經濟
108,港區物流加值服務推動計畫(3/4),資安人培與數位經濟
108,跨境電商國際拓展推動計畫(2/3),資安人培與數位經濟
108,網路購物產業價值升級與環境建構計畫(3/4),資安人培與數位經濟
108,中小企業行動支付普及推升計畫(3/4),資安人培與數位經濟
108,普及國民寬頻上網環境計畫(3/4),資安人培與數位經濟
108,研發環境資訊化管理暨辦公室自動化整備計畫(1/1),資安人培與數位經濟
108,數位經濟技術創新研發與應用(3/4),資安人培與數位經濟
108,數位國家資通安全技術服務整合計畫(1/1),資安人培與數位經濟
108,服務型智慧政府推動計畫-修正第五階段電子化政府計畫(106年-109年)(3/4),資安人培與數位經濟
108,強化政府基層機關資安防護及區域聯防計畫(3/4),資安人培與數位經濟
108,資安旗艦計畫(3/4),資安人培與數位經濟
108,強化國家資安基礎建設計畫(2/3),資安人培與數位經濟
109,資料安全研發及人才培育計畫(1/4),資安人培與數位經濟
109,警政科技躍升計畫(1/4),資安人培與數位經濟
109,提升國境安全資訊建置計畫(1/4),資安人培與數位經濟
109,物聯網全時監控建置計畫(1/4),資安人培與數位經濟
109,邁向數位平權推動計畫(1/4),資安人培與數位經濟
109,強化數位教學暨學習資訊應用環境計畫(4/4),資安人培與數位經濟
109,智慧監獄建置計畫(1/3),資安人培與數位經濟
109,法務部測謊偵查效能精進暨服務躍升計畫(2/2),資安人培與數位經濟
109,政府軟體採購推動計畫(2/4),資安人培與數位經濟
109,資料經濟生態系推動計畫(4/4),資安人培與數位經濟
109,跨域數位人才加速躍升計畫(4/4),資安人培與數位經濟
109,資訊軟硬體智慧化轉型生態系推動計畫(3/4),資安人培與數位經濟
109,數據創新服務生態系推動計畫(4/4),資安人培與數位經濟
109,物聯網應用場域資安強化推動計畫(1/4),資安人培與數位經濟
109,網路購物產業價值升級與環境建構計畫(4/4),資安人培與數位經濟
109,多通路物流服務推動計畫(4/4),資安人培與數位經濟
109,跨境電商拓展國際推動計畫(3/3),資安人培與數位經濟
109,亞洲矽谷智慧商業服務應用推動計畫(4/4),資安人培與數位經濟
109,109年度中小企業行動支付普及推升計畫(4/4),資安人培與數位經濟
109,普及國民寬頻上網環境計畫(4/4),資安人培與數位經濟
109,研發環境資訊化管理暨辦公室自動化整備計畫(1/1),資安人培與數位經濟
109,數位經濟技術創新研發與應用(4/4),資安人培與數位經濟
109,數位國家資通安全跨域聯防整合計畫(1/1),資安人培與數位經濟
109,服務型智慧政府推動計畫-第五階段電子化政府計畫(106~109年)(4/4),資安人培與數位經濟
109,資安旗艦計畫(4/4),資安人培與數位經濟
109,強化政府基層機關資安防護及區域聯防計畫(4/4),資安人培與數位經濟
109,強化國家資安基礎建設計畫(3/3),資安人培與數位經濟
109,科技監偵系統及船舶影像分析平臺建置計畫(1/5),資安人培與數位經濟
110,資料安全研發及人才培育計畫(2/4),資安人培與數位經濟
110,警政科技躍升計畫(2/4),資安人培與數位經濟
110,提升國境安全資訊建置計畫(2/4),資安人培與數位經濟
110,物聯網全時監控建置計畫(2/4),資安人培與數位經濟
110,邁向數位平權推動計畫(2/4),資安人培與數位經濟
110,臺灣資安卓越深耕(1/4)-擴增資安師資計畫,資安人培與數位經濟
110,高級中等學校智慧網路環境暨學術網路提升計畫(1/5),資安人培與數位經濟
110,偵訊效能提升及偵謊輔助系統開發計畫(1/3),資安人培與數位經濟
110,智慧監獄建置計畫(2/3),資安人培與數位經濟
110,新世代檢察革新科技計畫(1/3),資安人培與數位經濟
110,開發建置受保護管束人再犯風險評估智慧輔助系統(1/3),資安人培與數位經濟
110,區塊鏈創新產業資料管理應用計畫(1/4),資安人培與數位經濟
110,資料經濟價值躍升計畫(1/4),資安人培與數位經濟
110,跨域數位人才加速躍升計畫(1/4),資安人培與數位經濟
110,物聯網應用場域資安強化推動計畫(2/4),資安人培與數位經濟
110,數據創新服務生態系推動計畫(1/4),資安人培與數位經濟
110,資訊軟硬體智慧化轉型生態系推動計畫(4/4),資安人培與數位經濟
110,雲世代產業數位轉型-數位平台服務與科技研發推動計畫(1/4),資安人培與數位經濟
110,流通服務智慧化推動計畫(1/4),資安人培與數位經濟
110,電商通路物流服務推動計畫(1/4),資安人培與數位經濟
110,推動跨境電商發展計畫(1/4),資安人培與數位經濟
110,網路購物環境健全發展計畫(1/4),資安人培與數位經濟
110,行動支付多元應用加值服務計畫(1/4),資安人培與數位經濟
110,研發環境資訊化管理暨辦公室自動化整備計畫(1/1),資安人培與數位經濟
110,臺灣資安卓越深耕-學術型資安研究(1/5),資安人培與數位經濟
110,服務型智慧政府2.0推動計畫(1/5),資安人培與數位經濟
110,強化公部門網路服務與運算雲端基礎設施計畫(1/5),資安人培與數位經濟
110,資安跨域整合聯防計畫(1/4),資安人培與數位經濟
110,臺灣資安卓越深耕-資安卓越中心計畫(1/5),資安人培與數位經濟
110,科技監偵系統及船舶影像分析平臺建置計畫(2/5),資安人培與數位經濟
年度,計畫完整中文名稱,label
103,強化人文藝術及社會科學基礎應用人才培育計畫(4/4),2
103,校園學術倫理教育與機制發展計畫(1/4),2
103,人文及社會科學期刊引文索引資料庫系統建置計畫(3/4),2
103,現代公民核心能力養成計畫(4/4),2
103,未來想像與創意人才培育計畫(4/4),2
103,科學人文跨科際人才培育-大學跨領域溝通能力養成計畫(3/4),2
103,科專政策研究及管理綱要計畫(4/4),2
103,科技計畫規劃與管理計畫(1/4),2
103,生物技術研發成果產業化輔導計畫(1/4),2
103,優化中小企業科技加值應用環境之策略佈局計畫(1/4),2
103,科學教育研究發展(1/1),2
103,高瞻計畫：高中、職新興科技課程研發與推廣(4/5),2
103,生物、醫、農科學研究發展綱要計畫(1/1),2
103,綜合業務及推廣科技發展方案(1/1),2
